Year,State,Major Component,Proposed by State - Total,Proposed by State - % of Total,Recommended by DoSEL - Total,Recommended by DoSEL - % of Total
2024-25,Daman and Diu and Dadra and Nagar Haveli,Gender & Equity,256.564,90.9,347.464,3.15,203.7788,49.22,252.9988,2.84
2024-25,Daman and Diu and Dadra and Nagar Haveli,Financial Support for Teachers,3101.48,0.0,3101.48,28.11,2980.61,0.0,2980.61,33.44
2024-25,Daman and Diu and Dadra and Nagar Haveli,Teacher Education,209.884,0.0,209.884,1.9,127.756,0.0,127.756,1.43
2024-25,Daman and Diu and Dadra and Nagar Haveli,Total,9845.77325,1186.7703,11032.54355,100.0,8104.34454,808.52006,8912.8646,100.0
2024-25,Delhi,Teacher Education,3023.20541,0.0,3023.20541,4.07,1585.80405,0.0,1585.80405,2.59
2024-25,Delhi,Financial Support for Teachers,4868.4,0.0,4868.4,6.56,4330.4583,0.0,4330.4583,7.07
2024-25,Delhi,Gender & Equity,390.075,131.8,521.875,0.7,318.11,54.6,372.71,0.61
2024-25,Delhi,Inclusive Education,8304.34309,302.25,8606.59309,11.6,5029.666,28.0,5057.666,8.25
2024-25,Delhi,Monitoring of the Scheme,173.82752,0.0,173.82752,0.23,160.32752,0.0,160.32752,0.26
2024-25,Delhi,Program Management,2180.0,0.0,2180.0,2.94,2179.9995,0.0,2179.9995,3.56
2024-25,Delhi,Quality Interventions,23694.10076,400.0,24094.10076,32.46,20286.0507,0.0,20286.0507,33.1
2024-25,Delhi,RTE Entitlements,23871.77595,0.0,23871.77595,32.16,21501.42468,0.0,21501.42468,35.09
2024-25,Delhi,Skill Education,4887.275,1500.0,6387.275,8.61,4237.41815,1235.1,5472.51815,8.93
2024-25,Delhi,Sports & Physical Education,334.3,0.0,334.3,0.45,334.3,0.0,334.3,0.55
2024-25,Delhi,Access & Retention,164.298,0.0,164.298,0.22,0.0,0.0,0.0,0.0
2024-25,Delhi,Total,71891.60073,2334.05,74225.65073,100.0,59963.5589,1317.7,61281.2589,100.0
2024-25,Goa,Program Management,224.3175,0.0,224.3175,4.1,216.98,0.0,216.98,4.77
2024-25,Goa,Financial Support for Teachers,762.0,0.0,762.0,13.93,293.9235,0.0,293.9235,6.47
2024-25,Goa,Total,5220.77655,248.0,5468.77655,100.0,4317.74087,228.0,4545.74087,100.0
2024-25,Goa,Teacher Education,404.7,10.0,414.7,7.58,227.124,0.0,227.124,5.0
2024-25,Goa,Skill Education,1442.175,148.0,1590.175,29.08,1374.3499,138.0,1512.3499,33.27
2024-25,Goa,RTE Entitlements,630.2135,0.0,630.2135,11.52,616.5355,0.0,616.5355,13.56
2024-25,Goa,Quality Interventions,1593.59655,90.0,1683.59655,30.79,1424.11397,90.0,1514.11397,33.31
2024-25,Goa,Monitoring of the Scheme,63.149,0.0,63.149,1.15,63.149,0.0,63.149,1.39
2024-25,Goa,Inclusive Education,80.075,0.0,80.075,1.46,81.015,0.0,81.015,1.78
2024-25,Goa,Gender & Equity,20.55,0.0,20.55,0.38,20.55,0.0,20.55,0.45
2024-25,Gujarat,Gender & Equity,14782.4125,5664.95,20447.3625,5.92,14508.965,5651.95,20160.915,7.57
2024-25,Gujarat,Total,279282.31567,65957.28203,345239.5977,100.0,227527.29053,38878.91,266406.20053,100.0
2024-25,Gujarat,Teacher Education,5664.54915,0.0,5664.54915,1.64,3641.02788,0.0,3641.02788,1.37
2024-25,Gujarat,Sports & Physical Education,3094.8,0.0,3094.8,0.9,3094.8,0.0,3094.8,1.16
2024-25,Gujarat,Skill Education,28296.487,3377.5,31673.987,9.17,17121.482,3282.5,20403.982,7.66
2024-25,Gujarat,Inclusive Education,9735.35,0.0,9735.35,2.82,8069.055,0.0,8069.055,3.03
2024-25,Gujarat,Quality Interventions,81083.60163,11568.2,92651.80163,26.84,69291.72275,6098.2,75389.92275,28.3
2024-25,Gujarat,RTE Entitlements,71775.395,0.0,71775.395,20.79,47941.72,0.0,47941.72,18.0
2024-25,Gujarat,Program Management,11277.3575,0.0,11277.3575,3.27,11277.35596,0.0,11277.35596,4.23
2024-25,Gujarat,Monitoring of the Scheme,654.5599,0.0,654.5599,0.19,446.05085,0.0,446.05085,0.17
2024-25,Gujarat,Access & Retention,12548.35,45346.63203,57894.98203,16.77,11813.63,23846.26,35659.89,13.39
2024-25,Gujarat,Financial Support for Teachers,40369.45299,0.0,40369.45299,11.69,40321.48109,0.0,40321.48109,15.14
2024-25,Haryana,Program Management,8412.0,0.0,8412.0,3.87,6524.97,0.0,6524.97,4.31
2024-25,Haryana,Inclusive Education,3945.69504,0.0,3945.69504,1.82,1801.945,0.0,1801.945,1.19
2024-25,Haryana,Monitoring of the Scheme,532.0796,0.0,532.0796,0.25,208.3545,0.0,208.3545,0.14
2024-25,Haryana,Gender & Equity,7144.83748,1749.075,8893.91248,4.1,6113.94048,1075.995,7189.93548,4.75
2024-25,Haryana,Quality Interventions,55821.25813,10341.9,66163.15813,30.47,36787.27421,5030.2,41817.47421,27.6
2024-25,Haryana,RTE Entitlements,14251.2585,0.0,14251.2585,6.56,13784.831,0.0,13784.831,9.1
2024-25,Haryana,Sports & Physical Education,1478.95,0.0,1478.95,0.68,1478.95,0.0,1478.95,0.98
2024-25,Haryana,Teacher Education,7836.708,501.3,8338.008,3.84,3700.95732,0.0,3700.95732,2.44
2024-25,Haryana,Total,164605.54075,52543.165,217148.70575,100.0,122646.45489,28868.251,151514.70589,100.0
2024-25,Haryana,Financial Support for Teachers,38236.626,0.0,38236.626,17.61,29131.29438,0.0,29131.29438,19.23
2024-25,Haryana,Skill Education,26681.714,1160.0,27841.714,12.82,22903.984,1015.036,23919.02,15.79
2024-25,Haryana,Access & Retention,264.414,38790.89,39055.304,17.99,209.954,21747.02,21956.974,14.49
2024-25,Himachal Pradesh,Sports & Physical Education,1454.1,0.0,1454.1,1.37,1454.1,0.0,1454.1,1.65
2024-25,Himachal Pradesh,Skill Education,16351.06,1678.5,18029.56,17.03,14914.8818,1678.49872,16593.38052,18.79
2024-25,Himachal Pradesh,RTE Entitlements,4197.96414,0.0,4197.96414,3.96,4191.61571,0.0,4191.61571,4.75
2024-25,Himachal Pradesh,Quality Interventions,43466.9467,1323.02,44789.9667,42.3,36807.61004,291.5,37099.11004,42.0
2024-25,Himachal Pradesh,Program Management,4464.44,0.0,4464.44,4.22,4206.02,0.0,4206.02,4.76
2024-25,Himachal Pradesh,Monitoring of the Scheme,344.83955,0.0,344.83955,0.33,43.6029,0.0,43.6029,0.05
2024-25,Himachal Pradesh,Inclusive Education,898.783,26.0,924.783,0.87,325.0746,18.0,343.0746,0.39
2024-25,Himachal Pradesh,Gender & Equity,2690.1157,551.3826,3241.4983,3.06,2387.43214,496.78,2884.21214,3.27
2024-25,Himachal Pradesh,Financial Support for Teachers,10427.4,0.0,10427.4,9.85,8397.4614,0.0,8397.4614,9.51
2024-25,Himachal Pradesh,Access & Retention,0.0,13745.86355,13745.86355,12.98,0.0,10592.76912,10592.76912,11.99
2024-25,Himachal Pradesh,Teacher Education,4154.86,122.86,4277.72,4.04,2461.07,60.0,2521.07,2.85
2024-25,Himachal Pradesh,Total,88450.50909,17447.62615,105898.13524,100.0,75188.86859,13137.54784,88326.41643,100.0
2024-25,Jammu and Kashmir,Access & Retention,940.256,57190.15,58130.406,24.89,0.0,23543.39,23543.39,14.16
2024-25,Jammu and Kashmir,RTE Entitlements,11143.865,0.0,11143.865,4.77,8517.32639,0.0,8517.32639,5.12
2024-25,Jammu and Kashmir,Financial Support for Teachers,41526.6,0.0,41526.6,17.78,39236.7225,0.0,39236.7225,23.59
2024-25,Jammu and Kashmir,Gender & Equity,10805.315,890.0,11695.315,5.01,7701.1304,445.0,8146.1304,4.9
2024-25,Jammu and Kashmir,Inclusive Education,959.1,328.0,1287.1,0.55,863.7,318.0,1181.7,0.71
2024-25,Jammu and Kashmir,Monitoring of the Scheme,207.92175,0.0,207.92175,0.09,152.74345,0.0,152.74345,0.09
2024-25,Jammu and Kashmir,Program Management,8231.966,0.0,8231.966,3.52,7920.1886,0.0,7920.1886,4.76
2024-25,Jammu and Kashmir,Quality Interventions,65607.66125,11000.9,76608.56125,32.8,48417.08831,8031.6,56448.68831,33.94
2024-25,Jammu and Kashmir,Skill Education,11458.6092,7814.8,19273.4092,8.25,10448.4772,7803.2,18251.6772,10.97
2024-25,Jammu and Kashmir,Sports & Physical Education,1605.6,0.0,1605.6,0.69,1605.59376,0.0,1605.59376,0.97
2024-25,Jammu and Kashmir,Teacher Education,1255.0,2606.32,3861.32,1.65,1204.8,115.0,1319.8,0.79
2024-25,Jammu and Kashmir,Total,153741.8942,79830.17,233572.0642,100.0,126067.77061,40256.19,166323.96061,100.0
2024-25,Jharkhand,Inclusive Education,1017.14,0.0,1017.14,0.41,1016.44,0.0,1016.44,0.44
2024-25,Jharkhand,Financial Support for Teachers,74323.554,0.0,74323.554,30.25,73819.659,0.0,73819.659,31.68
2024-25,Jharkhand,Quality Interventions,65201.73218,3939.015,69140.74718,28.14,63943.28279,2445.455,66388.73779,28.49
2024-25,Jharkhand,Gender & Equity,20477.154,0.0,20477.154,8.33,20477.154,0.0,20477.154,8.79
2024-25,Jharkhand,Monitoring of the Scheme,341.6687,0.0,341.6687,0.14,341.6687,0.0,341.6687,0.15
2024-25,Jharkhand,Program Management,11833.12182,0.0,11833.12182,4.82,11095.26,0.0,11095.26,4.76
2024-25,Jharkhand,Access & Retention,2020.9505,11680.57947,13701.52997,5.58,1996.8805,5635.29488,7632.17538,3.28
2024-25,Jharkhand,Skill Education,9978.126,372.0,10350.126,4.21,9558.576,366.0,9924.576,4.26
2024-25,Jharkhand,Sports & Physical Education,2890.75,0.0,2890.75,1.18,2890.75,0.0,2890.75,1.24
2024-25,Jharkhand,Teacher Education,2057.0,1232.55,3289.55,1.34,1047.075,32.0,1079.075,0.46
2024-25,Jharkhand,Total,228482.3092,17224.14447,245706.45366,100.0,224521.58799,8478.74988,233000.33787,100.0
2024-25,Jharkhand,RTE Entitlements,38341.112,0.0,38341.112,15.6,38334.842,0.0,38334.842,16.45
2024-25,Karnataka,Financial Support for Teachers,44753.1,0.0,44753.1,22.69,27885.27,0.0,27885.27,16.22
2024-25,Karnataka,Access & Retention,2095.524,6195.62099,8291.14499,4.2,2095.204,4312.29572,6407.49972,3.73
2024-25,Karnataka,Gender & Equity,8400.37448,36.0,8436.37448,4.28,7836.607,36.0,7872.607,4.58
2024-25,Karnataka,Inclusive Education,6770.603,50.0,6820.603,3.46,5263.88,50.0,5313.88,3.09
2024-25,Karnataka,Total,185393.16537,11800.60699,197193.77236,100.0,164281.81904,7675.54542,171957.36446,100.0
2024-25,Karnataka,Sports & Physical Education,2859.0,0.0,2859.0,1.45,2859.0,0.0,2859.0,1.66
2024-25,Karnataka,Program Management,9152.13885,0.0,9152.13885,4.64,8187.327,0.0,8187.327,4.76
2024-25,Karnataka,Quality Interventions,67752.8375,4280.8,72033.6375,36.53,67218.0425,2159.5,69377.5425,40.35
2024-25,Karnataka,RTE Entitlements,32320.62024,0.0,32320.62024,16.39,32320.22024,0.0,32320.22024,18.8
2024-25,Karnataka,Skill Education,5281.098,1042.4,6323.498,3.21,4699.399,1027.96,5727.359,3.33
2024-25,Karnataka,Teacher Education,5586.042,195.786,5781.828,2.93,5495.042,89.7897,5584.8317,3.25
2024-25,Karnataka,Monitoring of the Scheme,421.8273,0.0,421.8273,0.21,421.8273,0.0,421.8273,0.25
2024-25,Kerala,Teacher Education,1974.04,151.2,2125.24,3.04,1974.04,0.0,1974.04,3.07
2024-25,Kerala,Sports & Physical Education,418.15,0.0,418.15,0.6,415.55,0.0,415.55,0.65
2024-25,Kerala,Skill Education,1697.39,315.0,2012.39,2.88,1554.56495,315.0,1869.56495,2.91
2024-25,Kerala,RTE Entitlements,12181.135,0.0,12181.135,17.42,12168.745,0.0,12168.745,18.95
2024-25,Kerala,Total,65346.0421,4568.69898,69914.74108,100.0,61360.06064,2842.83,64202.89064,100.0
2024-25,Kerala,Monitoring of the Scheme,265.13515,0.0,265.13515,0.38,231.88505,0.0,231.88505,0.36
2024-25,Kerala,Program Management,3100.0,0.0,3100.0,4.43,2999.998,0.0,2999.998,4.67
2024-25,Kerala,Inclusive Education,13405.548,4.0,13409.548,19.18,12119.671,4.0,12123.671,18.88
2024-25,Kerala,Gender & Equity,820.474,442.1,1262.574,1.81,792.394,267.5,1059.894,1.65
2024-25,Kerala,Financial Support for Teachers,1530.16945,0.0,1530.16945,2.19,1521.2025,0.0,1521.2025,2.37
2024-25,Kerala,Access & Retention,1154.14,2988.79898,4142.93898,5.93,895.9,1867.53,2763.43,4.3
2024-25,Kerala,Quality Interventions,28799.8605,667.6,29467.4605,42.15,26686.11014,388.8,27074.91014,42.17
2024-25,Lakshadweep,Teacher Education,69.4,0.0,69.4,9.05,67.0,0.0,67.0,12.0
2024-25,Lakshadweep,Total,716.52174,50.0,766.52174,100.0,558.21335,0.0,558.21335,100.0
2024-25,Lakshadweep,Skill Education,13.5,0.0,13.5,1.76,13.5,0.0,13.5,2.42
2024-25,Lakshadweep,RTE Entitlements,1.215,0.0,1.215,0.16,1.215,0.0,1.215,0.22
2024-25,Lakshadweep,Quality Interventions,343.472,50.0,393.472,51.33,255.77643,0.0,255.77643,45.82
2024-25,Lakshadweep,Program Management,80.0,0.0,80.0,10.44,40.0,0.0,40.0,7.17
2024-25,Lakshadweep,Monitoring of the Scheme,30.25174,0.0,30.25174,3.95,30.13792,0.0,30.13792,5.4
2024-25,Lakshadweep,Inclusive Education,62.043,0.0,62.043,8.09,34.494,0.0,34.494,6.18
2024-25,Lakshadweep,Gender & Equity,12.69,0.0,12.69,1.66,12.69,0.0,12.69,2.27
2024-25,Lakshadweep,Financial Support for Teachers,101.2,0.0,101.2,13.2,101.2,0.0,101.2,18.13
2024-25,Lakshadweep,Access & Retention,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,Lakshadweep,Sports & Physical Education,2.75,0.0,2.75,0.36,2.2,0.0,2.2,0.39
2024-25,Madhya Pradesh,Access & Retention,17225.85,47728.40426,64954.25426,9.5,16004.37,28885.922,44890.292,7.51
2024-25,Madhya Pradesh,Total,606782.41475,76684.08426,683466.49901,100.0,543819.38368,53781.1459,597600.52958,100.0
2024-25,Madhya Pradesh,Sports & Physical Education,7728.95,0.0,7728.95,1.13,7717.95,0.0,7717.95,1.29
2024-25,Madhya Pradesh,Skill Education,24545.39,6309.0,30854.39,4.51,23122.63,5820.244,28942.874,4.84
2024-25,Madhya Pradesh,RTE Entitlements,95514.10166,0.0,95514.10166,13.97,95509.8065,0.0,95509.8065,15.98
2024-25,Madhya Pradesh,Quality Interventions,209646.72109,18466.2,228112.92109,33.38,165992.2008,15486.0,181478.2008,30.37
2024-25,Madhya Pradesh,Program Management,28766.59948,0.0,28766.59948,4.21,25638.75,0.0,25638.75,4.29
2024-25,Madhya Pradesh,Monitoring of the Scheme,724.36635,0.0,724.36635,0.11,459.86905,0.0,459.86905,0.08
2024-25,Madhya Pradesh,Inclusive Education,11111.0474,0.0,11111.0474,1.63,5436.65196,0.0,5436.65196,0.91
2024-25,Madhya Pradesh,Gender & Equity,33817.205,4029.51,37846.715,5.54,29963.5018,3547.75,33511.2518,5.61
2024-25,Madhya Pradesh,Financial Support for Teachers,168422.54357,0.0,168422.54357,24.64,168422.54357,0.0,168422.54357,28.18
2024-25,Madhya Pradesh,Teacher Education,9279.6402,150.97,9430.6102,1.38,5551.11,41.2299,5592.3399,0.94
2024-25,Meghalaya,Gender & Equity,897.503,25.0,922.503,1.75,672.1159,10.5,682.6159,1.56
2024-25,Meghalaya,Inclusive Education,219.93,12.0,231.93,0.44,186.455,12.0,198.455,0.45
2024-25,Meghalaya,Skill Education,2427.53,50.0,2477.53,4.7,2189.9525,47.5,2237.4525,5.1
2024-25,Meghalaya,Total,50585.91346,2105.34457,52691.25803,100.0,43605.25883,231.7,43836.95883,100.0
2024-25,Meghalaya,RTE Entitlements,4747.1385,0.0,4747.1385,9.01,4313.9935,0.0,4313.9935,9.84
2024-25,Meghalaya,Quality Interventions,8742.43036,475.0,9217.43036,17.49,8076.72635,161.7,8238.42635,18.79
2024-25,Meghalaya,Program Management,6703.85,0.0,6703.85,12.72,2087.47423,0.0,2087.47423,4.76
2024-25,Meghalaya,Financial Support for Teachers,23724.6333,0.0,23724.6333,45.03,23537.52,0.0,23537.52,53.69
2024-25,Meghalaya,Sports & Physical Education,60.5,0.0,60.5,0.11,60.5,0.0,60.5,0.14
2024-25,Meghalaya,Teacher Education,1398.49,0.0,1398.49,2.65,983.07,0.0,983.07,2.24
2024-25,Meghalaya,Access & Retention,1530.16,1543.34457,3073.50457,5.83,1377.66,0.0,1377.66,3.14
2024-25,Meghalaya,Monitoring of the Scheme,133.7483,0.0,133.7483,0.25,119.79135,0.0,119.79135,0.27
2024-25,Odisha,Quality Interventions,87642.59848,16970.1,104612.69848,22.66,80054.04024,3668.6,83722.64024,22.1
2024-25,Odisha,Monitoring of the Scheme,380.58355,0.0,380.58355,0.08,310.32125,0.0,310.32125,0.08
2024-25,Odisha,Skill Education,18017.623,0.0,18017.623,3.9,16960.892,0.0,16960.892,4.48
2024-25,Odisha,Sports & Physical Education,4401.05,0.0,4401.05,0.95,4398.2,0.0,4398.2,1.16
2024-25,Odisha,Inclusive Education,7605.35,0.0,7605.35,1.65,5308.46,0.0,5308.46,1.4
2024-25,Odisha,Financial Support for Teachers,119805.596,0.0,119805.596,25.95,112844.2825,0.0,112844.2825,29.78
2024-25,Odisha,Access & Retention,9756.0269,92150.8,101906.8269,22.07,9246.2117,51080.23,60326.4417,15.92
2024-25,Odisha,Program Management,20002.59,0.0,20002.59,4.33,18041.99,0.0,18041.99,4.76
2024-25,Odisha,RTE Entitlements,44045.77983,0.0,44045.77983,9.54,43922.2216,0.0,43922.2216,11.59
2024-25,Odisha,Gender & Equity,29509.8835,4926.0,34435.8835,7.46,26852.6585,2344.26,29196.9185,7.71
2024-25,Odisha,Teacher Education,6467.82,0.0,6467.82,1.4,3849.508,0.0,3849.508,1.02
2024-25,Odisha,Total,347634.90126,114046.9,461681.80126,100.0,321788.78579,57093.09,378881.87579,100.0
2024-25,Puducherry,Sports & Physical Education,47.35,0.0,47.35,1.22,47.35,0.0,47.35,1.49
2024-25,Puducherry,Skill Education,360.299,40.0,400.299,10.29,335.6126,40.0,375.6126,11.78
2024-25,Puducherry,RTE Entitlements,484.701,0.0,484.701,12.46,484.701,0.0,484.701,15.2
2024-25,Puducherry,Quality Interventions,1850.3855,305.2,2155.5855,55.41,1701.2435,0.0,1701.2435,53.36
2024-25,Puducherry,Program Management,181.5,0.0,181.5,4.67,151.82588,0.0,151.82588,4.76
2024-25,Puducherry,Monitoring of the Scheme,70.11832,0.0,70.11832,1.8,35.73055,0.0,35.73055,1.12
2024-25,Puducherry,Inclusive Education,125.095,0.0,125.095,3.22,93.53,0.0,93.53,2.93
2024-25,Puducherry,Gender & Equity,82.66,90.0,172.66,4.44,81.66,7.5,89.16,2.8
2024-25,Puducherry,Access & Retention,0.0,69.44,69.44,1.78,0.0,69.44,69.44,2.18
2024-25,Puducherry,Total,3379.50882,510.84,3890.34882,100.0,3071.40353,116.94,3188.34353,100.0
2024-25,Puducherry,Teacher Education,177.4,6.2,183.6,4.72,139.75,0.0,139.75,4.38
2024-25,Punjab,Total,122047.09277,27823.98988,149871.08265,100.0,111942.90244,15610.13551,127553.03795,100.0
2024-25,Punjab,Inclusive Education,2470.725,0.0,2470.725,1.65,2470.315,0.0,2470.315,1.94
2024-25,Punjab,Teacher Education,3546.8,1974.98,5521.78,3.68,2175.04,77.53,2252.57,1.77
2024-25,Punjab,Gender & Equity,3167.1131,505.7099,3672.823,2.45,3145.95764,444.5666,3590.52424,2.81
2024-25,Punjab,Monitoring of the Scheme,234.55175,0.0,234.55175,0.16,234.55175,0.0,234.55175,0.18
2024-25,Punjab,Program Management,7269.27774,0.0,7269.27774,4.85,6073.95,0.0,6073.95,4.76
2024-25,Punjab,Quality Interventions,48839.58297,2920.4,51759.98297,34.54,45178.71569,655.7,45834.41569,35.93
2024-25,Punjab,RTE Entitlements,12312.559,0.0,12312.559,8.22,12302.107,0.0,12302.107,9.64
2024-25,Punjab,Financial Support for Teachers,22711.90931,0.0,22711.90931,15.15,21945.74718,0.0,21945.74718,17.21
2024-25,Punjab,Skill Education,17639.3781,1930.0,19569.3781,13.06,14607.99238,1281.736,15889.72838,12.46
2024-25,Punjab,Sports & Physical Education,1844.8,0.0,1844.8,1.23,1836.55,0.0,1836.55,1.44
2024-25,Punjab,Access & Retention,2010.3958,20492.89998,22503.29578,15.02,1971.9758,13150.60291,15122.57871,11.86
2024-25,Rajasthan,Access & Retention,34115.488,148281.071,182396.559,24.57,32462.058,60265.98,92728.038,15.61
2024-25,Rajasthan,Financial Support for Teachers,181597.23,0.0,181597.23,24.46,181597.23,0.0,181597.23,30.57
2024-25,Rajasthan,Inclusive Education,2920.235,0.0,2920.235,0.39,2905.915,0.0,2905.915,0.49
2024-25,Rajasthan,Monitoring of the Scheme,335.82544,0.0,335.82544,0.05,185.00986,0.0,185.00986,0.03
2024-25,Rajasthan,Program Management,30084.22997,0.0,30084.22997,4.05,28081.1265,0.0,28081.1265,4.73
2024-25,Rajasthan,Quality Interventions,108084.95638,34275.92,142360.87638,19.18,96476.53058,3802.14,100278.67058,16.88
2024-25,Rajasthan,Skill Education,36457.85073,3000.0,39457.85073,5.32,34221.6304,3000.0,37221.6304,6.27
2024-25,Rajasthan,Sports & Physical Education,7870.6,0.0,7870.6,1.06,7870.6,0.0,7870.6,1.32
2024-25,Rajasthan,Teacher Education,9935.70008,1684.31001,11620.01009,1.57,4729.54167,518.27,5247.81167,0.88
2024-25,Rajasthan,Total,545157.06281,197127.48112,742284.54393,100.0,521303.80582,72749.21,594053.01582,100.0
2024-25,Rajasthan,Gender & Equity,25018.3544,9886.18011,34904.53451,4.7,24157.146,5162.82,29319.966,4.94
2024-25,Rajasthan,RTE Entitlements,108736.59281,0.0,108736.59281,14.65,108617.01781,0.0,108617.01781,18.28
2024-25,Tamil Nadu,Access & Retention,4485.17805,48029.28868,52514.46673,11.47,3524.03,36850.07,40374.1,9.73
2024-25,Tamil Nadu,Teacher Education,10630.03434,285.45,10915.48434,2.38,7393.40993,218.15,7611.55993,1.83
2024-25,Tamil Nadu,Financial Support for Teachers,119144.02,0.0,119144.02,26.02,100148.275,0.0,100148.275,24.13
2024-25,Tamil Nadu,Gender & Equity,7757.28,431.45054,8188.73054,1.79,7439.952,280.1,7720.052,1.86
2024-25,Tamil Nadu,Inclusive Education,11590.666,0.0,11590.666,2.53,9125.451,0.0,9125.451,2.2
2024-25,Tamil Nadu,Monitoring of the Scheme,355.49145,0.0,355.49145,0.08,355.49145,0.0,355.49145,0.09
2024-25,Tamil Nadu,Program Management,23217.8,0.0,23217.8,5.07,17871.0714,0.0,17871.0714,4.31
2024-25,Tamil Nadu,Quality Interventions,141405.835,21680.4,163086.235,35.62,142602.0718,21377.1,163979.1718,39.51
2024-25,Tamil Nadu,RTE Entitlements,63303.61666,0.0,63303.61666,13.82,62251.39336,0.0,62251.39336,15.0
2024-25,Tamil Nadu,Skill Education,2114.4069,0.0,2114.4069,0.46,2096.9069,0.0,2096.9069,0.51
2024-25,Tamil Nadu,Sports & Physical Education,3472.8,0.0,3472.8,0.76,3472.7,0.0,3472.7,0.84
2024-25,Tamil Nadu,Total,387477.1284,70426.58922,457903.71762,100.0,356280.75284,58725.42,415006.17284,100.0
2024-25,Telangana,Teacher Education,1609.3296,0.0,1609.3296,0.68,1072.5804,0.0,1072.5804,0.56
2024-25,Telangana,Access & Retention,3376.13,13279.0,16655.13,7.01,3329.03,0.0,3329.03,1.75
2024-25,Telangana,Financial Support for Teachers,52586.784,0.0,52586.784,22.12,33198.52661,0.0,33198.52661,17.4
2024-25,Telangana,Gender & Equity,54904.271,12384.0,67288.271,28.31,54285.821,12124.0,66409.821,34.81
2024-25,Telangana,Inclusive Education,1406.9875,312.0,1718.9875,0.72,1295.5215,312.0,1607.5215,0.84
2024-25,Telangana,Total,207081.8921,30617.1,237698.9921,100.0,175233.00001,15519.6,190752.60001,100.0
